DataSet,Study,Journal,Raptor order,Raptor family,Raptor genus,RaptorScientificName,Raptor common name,Continent,Country,Latitude (decimal degree),Longitude (decimal degree),Riparian/Lake,Woodland/Forest/Rainforest,Orchard/Plantation Forest,Pasture (grazed land),Prairie/Grassland/Meadow,Scrub/Shrub/Heath,Urban,Agriculture,Wetland/Marsh/Floodplain,Desert,Tundra,Coastal/Beach/Island,Season of collection,"Start quarter (1:Dec-Feb, 2: Mar-May, 3: Jun-Aug, 4: Sept-Nov)",End quarter,Pellets,Prey remains,Direct observations,DNA,Stomach/Gullet contents,Photos/ Videos,Num_obs,Notes,Year,PelletNumber,PreyPerPellet,
1556,Sherrod et al 1974,Thesis,Accipitriformes,Acciptridae,Haliaeetus,Haliaeetus leucocephalus,Bald Eagle,North America,USA,51.501,179.036,,,,,,,,,,,,X,Breeding,2,3,X,X,,,,,44,,1973,,,
1557,Shrubb 1980,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,50.949,-0.512,,,,,,,,X,,,,,,4,1,X,,,,,,113,Insects in diet taken from text,1978.5,120,0.94,
1558,Shrubb 1980,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,50.949,-0.512,,,,,,,,X,,,,,,1,2,X,,,,,,419,Insects in diet taken from text,1979,290,1.44,
1559,Shrubb 1980,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,50.949,-0.512,,,,,,,,X,,,,,,3,3,X,,,,,,67,Insects in diet taken from percent of pellets with chitin,1979,72,0.92,
1560,Shrubb 1980,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,50.949,-0.512,,,,,,,,X,,,,,,4,4,X,,,,,,799,,1979,131,6.1,
1561,Simms 1961,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.709,-1.383,,X,,X,,X,,,,,,,,2,3,X,,,,,,197,,1959,27,7.3,
1562,Simms 1961,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.709,-1.383,,X,,X,,X,,,,,,,,2,3,X,,,,,,183,,1960,60,3.05,
1563,Simms 1961,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.709,-1.383,,X,,X,,X,,,,,,,,3,4,X,,,,,,126,,1958,30,4.2,
1564,Simms 1961,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.709,-1.383,,X,,X,,X,,,,,,,,3,4,X,,,,,,158,,1959,77,2.05,
1565,Simms 1961,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.709,-1.383,,X,,X,,X,,,,,,,,4,2,X,,,,,,141,,1957.5,35,4.03,
1566,Simms 1961,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.709,-1.383,,X,,X,,X,,,,,,,,4,2,X,,,,,,153,,1958.5,46,3.33,
1567,Simms 1961,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.709,-1.383,,X,,X,,X,,,,,,,,4,2,X,,,,,,130,,1959.5,163,0.8,
1568,Simms 1961,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.709,-1.383,,X,,X,,X,,,,,,,Breeding,2,3,X,,,,,,110,,1960,64,1.72,
1569,Simms 1961,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.058,-2.153,,,,,,,,,,,,,,2,3,X,,,,,,124,,1960,34,3.65,
1570,Simms 1961,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.709,-1.383,,X,,X,,X,,,,,,,Non-breeding,4,2,X,,,,,,107,,1959.5,60,1.78,
1571,Simonettie et al 1982,Bol Mus Nac Hist Nat Chile,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,South America,Chile,-33.883,-71.517,,,,,,,,,,,,,,1,2,X,,,,,,93,,1979.5,32,2.91,
1572,Smith and Murphy 1973,Journal Raptor Research,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,North America,USA,40.578,-112.183,,,,,,X,,,,X,,,Non-breeding,3,4,X,,,,,,388,,1971,95,4.08,
1573,Smith et al 1972,Great Basin Naturalist,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,40.166,-111.621,,,,,X,,,X,X,,,,,2,2,X,,,,,,889,,1969,346,2.57,
1574,Smith et al 1972,Great Basin Naturalist,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,40.166,-111.621,,,,,X,,,X,X,,,,,3,3,X,,,,,,509,,1969,198,2.57,
1575,Smith et al 1972,Great Basin Naturalist,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,40.166,-111.621,,,,,X,,,X,X,,,,,4,4,X,,,,,,234,,1969,117,2,
1576,Smith et al 1972,Great Basin Naturalist,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,40.166,-111.621,,,,,X,,,X,X,,,,,1,1,X,,,,,,213,,1969.5,122,1.75,
1577,Snyder and Hope 1938,The Wilson Bulletin,Strigiformes,Strigidae,Asio,Asio flammeus,Short-eared Owl,North America,Canada,43.696,-79.378,,,,,,,,,,,,,,1,,X,,,,,,1647,,1936,1078,1.53,
1578,Snyder and Hope 1938,The Wilson Bulletin,Strigiformes,Strigidae,Asio,Asio flammeus,Short-eared Owl,North America,Canada,43.696,-79.378,,,,,,,,,,,,,,1,,X,,,,,,414,,1937,252,1.64,
1579,Sodhi and Oliphant 1993,The Auk,Falconiformes,Falconidae,Falco,Falco columbarius,Merlin,North America,Canada,52.117,-106.633,,,,,,,X,,,,,,Breeding,2,3,,X,,,,,1332,,1988.5,,,
1580,Southern 1954,Ibis,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,England,51.754,-1.292,,X,,,,,,,,,,,Year round,5,,X,,,,,,10499,,1948.5,,,
1581,Souttou et al 2007,Folia Zoologica,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Africa,Algeria,36.717,3.133,,,,,,,X,X,,,,,Year round,5,,X,,,,,,108,Prey per pellet averaged,1997,429,3.83,
1582,Souttou et al 2007,Folia Zoologica,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Africa,Algeria,36.717,3.133,,,,,,,X,X,,,,,Year round,5,,X,,,,,,151,Prey per pellet averaged,1998,429,3.83,
1583,Souttou et al 2007,Folia Zoologica,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Africa,Algeria,36.717,3.133,,,,,,,X,X,,,,,Year round,5,,X,,,,,,372,Prey per pellet averaged,1999,429,3.83,
1584,Souttou et al 2007,Folia Zoologica,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Africa,Algeria,36.717,3.133,,,,,,,X,X,,,,,Year round,5,,X,,,,,,455,Prey per pellet averaged,2000,429,3.83,
1585,Souttou et al 2007,Folia Zoologica,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Africa,Algeria,36.717,3.133,,,,,,,X,X,,,,,Year round,5,,X,,,,,,301,Prey per pellet averaged,2001,429,3.83,
1586,Souttou et al 2007,Folia Zoologica,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Africa,Algeria,36.717,3.133,,,,,,,X,X,,,,,Year round,5,,X,,,,,,259,Prey per pellet averaged,2002,429,3.83,
1587,Springer 1975,The Condor,Accipitriformes,Acciptridae,Buteo,Buteo lagopus,Rough-legged Hawk,North America,USA,65.355,-164.221,,,,,,,,,,,,,,3,,X,X,,,,,192,,1971,,,
1588,Springer 1975,The Condor,Accipitriformes,Acciptridae,Buteo,Buteo lagopus,Rough-legged Hawk,North America,USA,65.355,-164.221,,,,,,,,,,,,,,3,,X,X,,,,,109,,1972,,,
1589,Stickel and Stickel 1948,Journal of Mammology,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,35.455,-100.491,,,,X,,,,,,,,,,4,,X,,,,,,283,,1947,118,2.08,
1590,Stophlet 1959,The Wilson Bulletin,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,31.888,-110.069,,,,,X,,,,,,,,Breeding,2,3,X,,,,,,315,,1956,73,4.32,
1591,Sutton 1939,The Condor,Accipitriformes,Acciptridae,Ictinia,Ictinia mississippiensis,Mississippi Kite,North America,USA,36.317,-99.002,,,,,,,,,,,,,,2,3,,,,,X,,357,,1936.5,,,
1592,Swengel and Swengel 1987,Conference Paper,Strigiformes,Strigidae,Aegolius,Aegolius acadicus,Northern Saw-whet Owl,North America,USA,43.475,-89.767,,,,,,,,,,,,,,2,1,X,,,,,,243,,1986,380,0.64,
1593,Swenson et al 1986,Wildlife Monographs,Accipitriformes,Acciptridae,Haliaeetus,Haliaeetus leucocephalus,Bald Eagle,North America,USA,44.637,-110.632,,X,,,,,,,,,,,Breeding,3,4,X,X,,,,,131,,1980.5,,,
1594,Swenson et al 1986,Wildlife Monographs,Accipitriformes,Acciptridae,Haliaeetus,Haliaeetus leucocephalus,Bald Eagle,North America,USA,45.025,-111.585,,X,,,,,,,,,,,Breeding,3,4,X,X,,,,,54,,1980.5,,,
1595,Swenson et al 1986,Wildlife Monographs,Accipitriformes,Acciptridae,Haliaeetus,Haliaeetus leucocephalus,Bald Eagle,North America,USA,43.309,-111.099,,X,,,,,,,,,,,Breeding,3,4,X,X,,,,,183,,1980.5,,,
1596,Sylven 1978,Ornis Scandinavica,Accipitriformes,Acciptridae,Buteo,Buteo buteo,Common Buzzard,Europe,Sweden,55.42,13.25,,,,,X,,,,X,,,,Non-breeding,4,2,X,,,,,,208,,1975.5,,,
1597,Sylven 1978,Ornis Scandinavica,Accipitriformes,Acciptridae,Buteo,Buteo lagopus,Rough-legged Hawk,Europe,Sweden,55.42,13.25,,,,,X,,,,X,,,,Non-breeding,4,2,X,,,,,,203,,1975.5,,,
1598,Szaro 1978,The Wilson Bulletin,Accipitriformes,Pandionidae,Pandion,Pandion haliaetus,Osprey,North America,USA,29.097,-83.066,,X,,,,,,,,,,X,Breeding,2,3,,,X,,,,104,,1972,,,
1599,Thomsen 1971,The Condor,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,North America,USA,37.713,-122.22,,,,,,,X,,,,,,,1,1,X,,,,,,365,,1965,209,1.75,
1600,Thomsen 1971,The Condor,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,North America,USA,37.713,-122.22,,,,,,,X,,,,,,,2,2,X,,,,,,1014,,1965,608,1.67,
1601,Thomsen 1971,The Condor,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,North America,USA,37.713,-122.22,,,,,,,X,,,,,,,3,3,X,,,,,,574,,1965,366,1.57,
1602,Thomsen 1971,The Condor,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,North America,USA,37.713,-122.22,,,,,,,X,,,,,,,4,4,X,,,,,,1590,,1965,929,1.71,
1603,Thomsen 1971,The Condor,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,North America,USA,37.713,-122.22,,,,,,,X,,,,,,,2,2,,X,,,,,53,,1965,,,
1604,Thomsen 1971,The Condor,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,North America,USA,37.713,-122.22,,,,,,,X,,,,,,,3,3,,X,,,,,122,,1965,,,
1605,Thrailkill and Bias 1989,Journal of Raptor Research,Strigiformes,Strigidae,Strix,Strix occidentalis,Spotted Owl,North America,USA,38.983,-120.839,,X,,,,,,,,,,,Breeding,2,3,X,,,,,,70,,1986.5,,,
1606,Thrailkill and Bias 1989,Journal of Raptor Research,Strigiformes,Strigidae,Strix,Strix occidentalis,Spotted Owl,North America,USA,38.983,-120.839,,X,,,,,,,,,,,Non-breeding,2,3,X,,,,,,69,,1986.5,,,
1607,Thurow and White 1984,The Murrelet,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,42.307,-113.368,,,,,,X,,,,X,,,Breeding,2,3,X,X,,,,,1000,,1978.5,,,
1608,Todd et al 1982,Journal of Wildlife Management,Accipitriformes,Acciptridae,Haliaeetus,Haliaeetus leucocephalus,Bald Eagle,North America,USA,44.3,-69.129,,,,,,,,,,,,X,,,,,X,,,,,871,,1978,,,
1609,Todd et al 1982,Journal of Wildlife Management,Accipitriformes,Acciptridae,Haliaeetus,Haliaeetus leucocephalus,Bald Eagle,North America,USA,45.368,-69.492,,,,,,,,,,,,,,,,,X,,,,,472,,1978,,,
1610,Trejo and Grigera 1998,Journal of Raptor Research,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,South America,Argentina,-41.14,-71.211,,X,,,X,,,,,,,,,1,,X,,,,,,120,,1995,42,2.86,
1611,Trejo and Grigera 1998,Journal of Raptor Research,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,South America,Argentina,-41.14,-71.211,,X,,,X,,,,,,,,,2,,X,,,,,,91,,1995,37,2.46,
1612,Trejo and Grigera 1998,Journal of Raptor Research,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,South America,Argentina,-41.14,-71.211,,X,,,X,,,,,,,,,3,,X,,,,,,275,,1995,130,2.12,
1613,Trejo and Grigera 1998,Journal of Raptor Research,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,South America,Argentina,-41.14,-71.211,,X,,,X,,,,,,,,,4,,X,,,,,,270,,1995,114,2.37,
1614,Trejo and Grigera 1998,Journal of Raptor Research,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,South America,Argentina,-41.14,-71.211,,X,,,X,,,,,,,,,1,,X,,,,,,194,,1996,73,2.66,
1615,Trejo and Grigera 1998,Journal of Raptor Research,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,South America,Argentina,-41.14,-71.211,,X,,,X,,,,,,,,,2,,X,,,,,,83,,1996,33,2.52,
1616,Trejo and Grigera 1998,Journal of Raptor Research,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,South America,Argentina,-41.14,-71.211,,X,,,X,,,,,,,,,3,,X,,,,,,70,,1996,39,1.79,
1617,Trejo and Grigera 1998,Journal of Raptor Research,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,South America,Argentina,-41.14,-71.211,,X,,,X,,,,,,,,,4,,X,,,,,,113,,1996,54,2.09,
1618,Trost and Hutchison 1963,Quarterly Journal of the Florida Academy of Sciences,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,29.45,-82.222,X,X,,,,,,,X,,,,Breeding,1,,X,,,,,,865,,1962,,,
1619,Twente and Baker 1951,Journal of Mammology,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,Mexico,20.497,-103.655,,,,,X,,,,,,,,,1,,X,,,,,,250,,1949,91,2.75,
1620,Valente 1981,Australian Wildlife Research,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Australia/Oceania,Australia,-25.867,141.117,,,,,,,,,,,,,,,,X,,,,,,478,,1979,,,
1621,Van Daele and Van Daele 1982,The Condor,Accipitriformes,Pandionidae,Pandion,Pandion haliaetus,Osprey,North America,USA,44.587,-116.058,,X,,,X,,,,,,,,Breeding,2,3,,,X,,,,55,,1978,,,
1622,Van Daele and Van Daele 1982,The Condor,Accipitriformes,Pandionidae,Pandion,Pandion haliaetus,Osprey,North America,USA,44.587,-116.058,,X,,,X,,,,,,,,Breeding,2,3,,,X,,,,72,,1979,,,
1623,Van Camp and Henny 1975,USFWS North American Fauna,Strigiformes,Strigidae,Megascops,Megascops asio,Eastern Screech-owl,North America,USA,41.523,-83.343,,,,,,,,X,,,,,Breeding,2,3,,X,,,,,477,,1958.5,,,
1624,Van Camp and Henny 1975,USFWS North American Fauna,Strigiformes,Strigidae,Megascops,Megascops asio,Eastern Screech-owl,North America,USA,41.523,-83.343,,,,,,,,X,,,,,Non-breeding,4,1,,X,,,,,121,,1958.5,,,
1625,Vigne 2015,Cass d'Os,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,France,43.314,-1.579,,X,,,X,,,X,,,,,,,,X,,,,,,816,,2002,264,3.09,
1626,Vigne 2015,Cass d'Os,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,France,43.314,-1.579,,X,,,X,,,X,,,,,,1,2,X,,,,,,502,,2002.5,164,3.06,
1627,Vigne 2015,Cass d'Os,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,France,43.314,-1.579,,X,,,X,,,X,,,,,,5,,X,,,,,,446,,2003.5,152,2.93,
1628,Vigne 2015,Cass d'Os,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,France,43.314,-1.579,,X,,,X,,,X,,,,,,5,,X,,,,,,832,,2004.5,331,2.51,
1629,Vigne 2015,Cass d'Os,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,France,43.314,-1.579,,X,,,X,,,X,,,,,,,,X,,,,,,785,,2004,,,
1630,Voight and Glenn-Lewin 1978,The American Midland Naturalist,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,41.238,-92.961,,X,,,X,,,X,X,,,,,1,,X,,,,,,82,,1975,,,
1631,Voight and Glenn-Lewin 1978,The American Midland Naturalist,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,41.238,-92.961,,X,,,X,,,X,X,,,,,1,,X,,,,,,123,,1976,,,
1632,Voight and Glenn-Lewin 1978,The American Midland Naturalist,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,41.238,-92.961,,X,,,X,,,X,X,,,,,1,,X,,,,,,491,,1976,,,
1633,Voight and Glenn-Lewin 1978,The American Midland Naturalist,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,41.238,-92.961,,X,,,X,,,X,X,,,,,2,,X,,,,,,1093,,1976,,,
1634,Voight and Glenn-Lewin 1978,The American Midland Naturalist,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,41.238,-92.961,,X,,,X,,,X,X,,,,,2,,X,,,,,,360,,1976,,,
1635,Wagner et al 1982,Journal of Raptor Research,Strigiformes,Strigidae,Strix,Strix occidentalis,Spotted Owl,North America,USA,38.067,-111.174,,,,,X,X,,,,X,,,,,,X,,,,,,105,,1977,,,
1636,Warthin and Van Tyne 1922,The Auk,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,42.276,-83.736,,X,,,,,,,,,,,Non-breeding,1,,X,,,,,,126,,1922,110,1.15,
1637,Whaley 1986,Journal of Raptor Research,Accipitriformes,Acciptridae,Parabuteo,Parabuteo unicinctus,Harris's Hawk,North America,USA,32.676,-111.093,,,,,,,,,,X,,,Breeding,1,4,,X,,,,,641,,1976.5,,,
1638,White et al 1973,The Condor,Falconiformes,Falconidae,Falco,Falco peregrinus,Peregrine Falcon,North America,USA,51.503,179.033,,,,,,,,,,,,X,Breeding,,,,X,X,,,,553,,1969,,,
1639,Widen 1987,Holarctic Ecology,Accipitriformes,Acciptridae,Accipiter,Accipiter gentilis,Northern Goshawk,Europe,Sweden,59.417,15.417,,X,,,,,,,X,,,,Breeding,2,3,,X,,,,,904,,1979,,,
1640,Wijnandts 1984,Ardea,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,Europe,The Netherlands,53.229,6.76,,X,,X,,,,X,X,,,,Year round,5,,X,X,,,,,43914,,1974,,,
1641,Wilson 1938,The Auk,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,42.28,-83.736,,X,,,,,,X,X,,,,,4,2,X,,,,,,1935,,1932.5,1138,1.7,
1642,Wilson 1938,The Auk,Strigiformes,Strigidae,Megascops,Megascops asio,Eastern Screech-owl,North America,USA,42.28,-83.736,,X,,,,,,X,,,,,,4,2,X,,,,,,1549,,1932.5,1408,1.1,
1643,Wilson 1938,The Auk,Strigiformes,Strigidae,Strix,Strix varia,Barred Owl,North America,USA,42.28,-83.736,,X,,,,,,X,,,,,,4,2,X,,,,,,777,,1932.5,249,3.12,
1644,Wilson 1938,The Auk,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,42.28,-83.736,,X,,,,,,X,,,,,,4,2,X,,,,,,1888,,1932.5,619,3.05,
1645,Wink et al 1987,Proceedings of the Pennsylvania Academy of Science,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,North America,USA,40.966,-77.673,,,,,,,,,,,,,Breeding,,,X,,,,,,2468,"Used statewide (rather than by region) data because frequency of occurence refers to number of pellets with the prey, rather than number of prey, and regional data is only provided for frequency of occurence",1976.7,2134,0.82,
1646,Woodgerd 1952,Journal of Wildlife Management,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,45.492,-104.561,,,,,,,,,,,,,,2,,,,,,X,,60,,1948,,,
1647,Wright 1953,Journal of Wildlife Management,Accipitriformes,Acciptridae,Haliaeetus,Haliaeetus leucocephalus,Bald Eagle,North America,Canada,45.277,-66.085,X,,,,,,,,,,,,,2,4,,X,X,,,,138,,1948,,,
1648,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,1,,X,,,,,,323,,1966,36,8.97,
1649,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,1,,X,,,,,,27,,1967,,,
1650,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,3,4,X,,,,,,66,,1967,40,1.65,
1651,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,4,,X,,,,,,137,,1967,39,3.51,
1652,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,1,,X,,,,,,150,,1968,40,3.75,
1653,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,1,1,X,,,,,,10,,1968,8,1.25,
1654,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,1,,X,,,,,,71,,1968,51,1.39,
1655,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,2,2,X,,,,,,38,,1968,28,1.36,
1656,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,2,,X,,,,,,99,,1968,38,2.61,
1657,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,2,,X,,,,,,41,,1968,22,1.86,
1658,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,3,,X,,,,,,24,,1968,13,1.85,
1659,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,3,,X,,,,,,53,,1968,5,10.6,
1660,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,3,4,X,,,,,,87,,1968,10,8.7,
1661,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,4,,X,,,,,,493,,1969,63,7.83,
1662,Yalden and Warburt 1979,Bird Study,Falconiformes,Falconidae,Falco,Falco tinnunculus,Common Kestrel,Europe,England,54.349,-3.386,,X,,X,,,,X,,,,X,,3,,X,,,,,,101,,1970,28,3.61,
1663,Yanez et al 1982,The Auk,Falconiformes,Falconidae,Phalcoboenus,Phalcoboenus chimango,Chimango Caracara,South America,Chile,-33.433,-70.783,,,,,,,,,,,,,,1,,X,,,,,,723,,1974,87,8.31,
1664,Yanez et al 1982,The Auk,Falconiformes,Falconidae,Phalcoboenus,Phalcoboenus chimango,Chimango Caracara,South America,Chile,-33.433,-70.783,,,,,,,,,,,,,,1,2,,,,,X,,368,,1979.5,,,
1665,Zarybnicka et al 2015,Ardeola,Strigiformes,Strigidae,Aegolius,Aegolius funereus,Boreal Owl,Europe,Czech Republic,49,13,,,,,,,,,,,,,Breeding,,,,X,,,,,5828,,1997,,,
1666,Zerunian et al 1982,Italian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Italy,41.521,13.171,,,X,X,,,,,,,,,,3,4,X,,,,,,523,Site A,1978,,,
1667,Zerunian et al 1982,Italian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Italy,41.521,13.171,,,X,X,,,,,,,,,,4,1,X,,,,,,175,Site A,1978.5,,,
1668,Zerunian et al 1982,Italian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Italy,41.521,13.171,,,X,X,,,,,,,,,,2,2,X,,,,,,294,Site A,1979,,,
1669,Zerunian et al 1982,Italian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Italy,41.521,13.171,,,X,X,,,,,,,,,,3,4,X,,,,,,169,Site A,1979,,,
1670,Zerunian et al 1982,Italian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Italy,41.507,13.18,,,,X,X,,,,,,,,,3,4,X,,,,,,2,Site B,1978,,,
1671,Zerunian et al 1982,Italian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Italy,41.507,13.18,,,,X,X,,,,,,,,,4,1,X,,,,,,370,Site B,1978.5,,,
1672,Zerunian et al 1982,Italian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Italy,41.507,13.18,,,,X,X,,,,,,,,,2,2,X,,,,,,680,Site B,1979,,,
1673,Zerunian et al 1982,Italian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Italy,41.507,13.18,,,,X,X,,,,,,,,,3,4,X,,,,,,445,Site B,1979,,,
1674,Zerunian et al 1982,Italian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Italy,41.493,13.182,,,X,X,X,,,,,,,,,3,4,X,,,,,,19,Site C,1978,,,
1675,Zerunian et al 1982,Italian Journal of Zoology,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Italy,41.493,13.182,,,X,X,X,,,,,,,,,4,1,X,,,,,,616,Site C,1978.5,,,
